,Book_Title,Author,Publisher,Published_Date,ISBN_10,ISBN_13,Page_Count,Average_Rating,Rating_Count,Sale_Country,Sale_Amount,Sale_Currency
803,"Atlantis, the Eighth Continent",['Charles Berlitz'],Putnam Publishing Group,1984,1403483450,9781403483454,223,2,1,,,
804,Searching for the Bermuda Triangle,"['Aaron Rosenberg', 'Vivian E. Shumway']","The Rosen Publishing Group, Inc",2011-08-15,0449007464,9780449007464,64,,,,,
808,Things Fall Apart,['Chinua Achebe'],Heinemann,1996,0435905252,9780435905255,148,3.5,231,,,
809,Chinua Achebe's Things Fall Apart,['Harold Bloom'],Infobase Publishing,2009,1604135816,9781604135817,221,,,,,
810,Chinua Achebe's Things Fall Apart,['Isidore Okpewho'],"Oxford University Press, USA",2003,0195147642,9780195147643,275,,,,,
811,Things Fall Apart by Chinua Achebe (Book Analysis),['Bright Summaries'],BrightSummaries.com,2018-05-31,2808002262,9782808002264,62,,,,,
812,A Study Guide for Chinua Achebe's Things Fall Apart,"['Gale, Cengage Learning']","Gale, Cengage Learning ",2015-09-15,1410336611,9781410336613,15,,,US,3.99,USD
813,A Short History of Chinua Achebe’s Things Fall Apart,['Terri Ochiagha'],Ohio University Press,2018-11-12,0821446541,9780821446546,146,,,US,16.99,USD
814,The Rhetorical Implications of Chinua Achebe's Things Fall Apart,['Emmanuel Edame Egar'],University Press of Amer,2000,1645420639,9781645420637,75,,,,,
815,Study Guide to Things Fall Apart by Chinua Achebe,['Intelligent Education'],Influence Publishers,2020-02-15,0766028313,9780766028319,134,,,US,5.99,USD
816,A Reader's Guide to Chinua Achebe's Things Fall Apart,['George Shea'],"Enslow Publishing, LLC",2008-01-01,1587657112,9781587657115,128,,,,,
819,George Orwell's Animal Farm,['Harold Bloom'],Infobase Publishing,2009,1438128711,9781438128719,175,,,,,
820,The Play of George Orwell's Animal Farm,"['Peter Hall', 'George Orwell']",Heinemann,1993,0435232916,9780435232917,143,1,1,,,
821,The Complete Works of George Orwell: Animal farm,['George Orwell'],,1998,0358093023,9780358093022,,,,,,
822,Animal Farm: The Graphic Novel,['George Orwell'],Houghton Mifflin Harcourt,2019-09-03,0547504187,9780547504186,176,4,1,US,9.99,USD
823,Animal Farm and 1984,"['George Orwell', 'A.M. Heath']",Houghton Mifflin Harcourt,2003-06-01,1719462348,9781719462341,400,4.5,51,US,12.99,USD
824,Animal Farms,['George Orwell'],Createspace Independent Publishing Platform,2018-05-24,1583422714,9781583422717,80,,,,,
828,Wolf Totem,['Jiang Rong'],Penguin,2008-03-27,1440639582,9781440639586,544,4,9,US,14.99,USD
829,Wolf Totem and the Post-Mao Utopian,['Xiaojiang Li'],BRILL,2018-03-22,9004276734,9789004276734,592,,,,,
831,The Happy Hooker,['Xaviera Hollander'],Harper Collins,2011-07-26,0062116614,9780062116611,304,3.5,5,US,6.49,USD
832,Letters to the Happy Hooker,['Xaviera Hollander'],,1973,0446782777,9780446782777,295,,,,,
834,The Happy Hooker's Guide to Sex,['Xaviera Hollander'],Skyhorse,2008-05-17,0313384606,9780313384608,144,,,,,
835,Prostitution in the Digital Age,['Ronald Barri Flowers'],ABC-CLIO,2011,1429955562,9781429955560,238,,,,,
836,All in the Family,['Robert O. Self'],Hill and Wang,2012-09-18,1616894857,9781616894856,528,4,1,US,11.99,USD
837,The Smith Tapes,['Ezra Bookstein'],Chronicle Books,2015-11-03,1476602484,9781476602486,384,,,US,24.95,USD
839,Jaws,['Peter Benchley'],Ballantine Books,2013,0345544145,9780345544148,340,,,,,
840,The Jaws Log,"['Carl Gottlieb', 'Peter Benchley']",ReadHowYouWant.com,2010-10-19,1458720004,9781458720009,288,4,2,,,
841,Selected from Jaws,['Peter Benchley'],Literacy Volunteers of,1990,0929631145,9780929631141,63,,,,,
842,Jaws 2-Book Bundle: Jaws and Shark Trouble,['Peter Benchley'],Random House,2012-12-17,0345543599,9780345543592,496,,,,,
845,Jaws 2: The Making of the Hollywood Sequel,"['Louis R. Pisano', 'Michael A. Smith']",BearManor Media,2015-10-06,1153617013,9781153617017,,,,US,9.95,USD
846,Jaws,['Source Wikipedia'],"Books LLC, Wiki Series",2010-09,1582340420,9781582340425,168,,,,,
847,Nigel Andrews on Jaws,['Nigel Andrews'],Bloomsbury Publishing USA,1999-11-20,085170929X,9780851709291,182,,,,,
849,Love You Forever,['Robert N. Munsch'],Firefly Books,1986,0920668372,9780920668375,32,4.5,343,,,
850,Je T'aimerai Toujours / Love You Forever,['Robert N. Munsch'],Firefly Books Limited,1988-07,0920668496,9780920668498,32,5,1,,,
851,Love You Forever,['Robert Munsch'],,2014-04,9866608352,9789866608353,48,,,,,
852,Love You Forever,"['Jesse Russell', 'Ronald Cohn']",Book on Demand Limited,2012-04,5512704540,9785512704547,146,,,,,
853,Writing with Authors Kids Love,['Kay Johnson'],PRUFROCK PRESS INC.,1998,188266440X,9781882664405,180,,,,,
854,Marked by Love,['Tim Stevens'],Barbour Publishing,2018-10-01,1683229304,9781683229308,224,,,US,9.99,USD
855,The Power of Mother Love,['Brenda Hunter'],WaterBrook,2011-05-04,0307779815,9780307779816,288,,,US,4.99,USD
856,I Love You Infinity!,"[""An' Sherina""]", Tusitala (RLS) Pte Ltd,2016-06-13,9810998422,9789810998424,39,,,US,0.99,USD
857,Writing Lesson Level 3--People We Love Ideas,"['Richard Gentry, Ph.D.', 'Jan McNeel, M.A.Ed.']",Teacher Created Materials,2014-02-01,1480776432,9781480776432,5,,,US,1.29,USD
858,I'll Love You Forever,"['H. Norman Wright', 'Joyce Wright']",W Publishing Group,1993,1561791385,9781561791385,187,,,,,
859,The Women's Room,['Marilyn French'],Simon and Schuster,2011-01-11,1451629176,9781451629170,400,5,2,US,9.99,USD
860,The Book as World,['Marilyn French'],Paragon House Publishers,1976,1557786178,9781557786173,295,,,,,
861,From Eve to Dawn: A History of Women in the World Volume I,['Marilyn French'],The Feminist Press at CUNY,2008-04-01,1558616195,9781558616196,336,,,US,10.99,USD
862,The Women of Marilyn French,['Marilyn French'],Open Road Media,2016-06-28,1504038908,9781504038904,1683,,,US,16.49,USD
863,From Eve to Dawn: A History of Women in the World Volume II,['Marilyn French'],The Feminist Press at CUNY,2008-04-01,1558616217,9781558616219,336,,,US,10.99,USD
864,Women in the House of Fiction,['Lorna Sage'],Macmillan International Higher Education,1992-09-04,1349222259,9781349222254,216,,,US,44.99,USD
865,Encyclopedia of the American Novel,"['Abby H. P. Werlock', 'James P. Werlock']",Infobase Learning,2015-04-22,143814069X,9781438140698,,,,,,
866,In the Name of Friendship,['Marilyn French'],The Feminist Press at CUNY,2008-02-01,1558617280,9781558617285,408,2,1,US,15.99,USD
867,From Eve to Dawn: A History of Women in the World Volume III,['Marilyn French'],The Feminist Press at CUNY,2008-09-01,1558616292,9781558616295,400,,,US,10.99,USD
868,The Miseducation of Women,['James Tooley'],A&C Black,2003-01-04,1441142398,9781441142399,274,,,,,
869,What to Expect the First Year,"['Heidi Murkoff', 'Arlene Eisenberg', 'Sharon Mazel', 'Sandee Hathaway']",,2009,0732286999,9780732286996,798,4.5,32,,,
870,What to Expect When You're Expecting,"['Heidi Murkoff', 'Sandee Hathaway', 'Arlene Eisenberg', 'Richard Aubry', 'Sharon Mazel']",,2003,0732270820,9780732270827,591,4,181,,,
871,The What to Expect When You're Expecting Pregnancy Organizer,"['Arlene Eisenberg', 'Heidi Eisenberg Murkoff', 'Sandee E. Hathaway']",Workman Publishing Company,1995-01-06,1563058723,9781563058721,224,5,2,,,
872,What to Expect the Toddler Years,"['Arlene Eisenberg', 'Heidi Murkoff', 'Sandee Hathaway']",Workman Publishing,2009-12-20,0761151001,9780761151005,928,4,5,,,
873,What to Expect When You're Expecting,"['Arlene Eisenberg', 'Heidi Eisenberg Murkoff', 'Sandee E. Hathaway']",Workman Publishing Company,1989,0894804359,9780894804359,351,4,181,,,
874,What To Expect The 1st Year [rev Edition],['Heidi Murkoff'],Simon and Schuster,2010-07-15,0857201727,9780857201720,832,4.5,32,,,
875,What to Expect the First Year,"['Heidi Eisenberg Murkoff', 'Arlene Eisenberg', 'Sandee E. Hathaway']",,2008-10-04,1439558469,9781439558461,704,4.5,32,,,
876,What to Expect: The Toddler Years 2nd Edition,['Heidi Murkoff'],Simon and Schuster,2009-08-03,1847378048,9781847378040,858,4.5,6,,,
877,What to Expect when You're Expecting,"['Heidi Eisenberg Murkoff', 'Sharon Mazel']",Workman Publishing,2008-01-01,076115079X,9780761150794,614,4,131,,,
878,What to Expect When You're Expecting 4th Edition,"['Heidi Murkoff', 'Sharon Mazel']",Simon and Schuster,2010-02-18,1847379532,9781847379535,640,,,,,
879,The Adventures of Huckleberry Finn,['Mark Twain'],Scholastic Inc.,1987,059043389X,9780590433891,372,3,1,,,
880,Adventures of Huckleberry Finn,['Mark Twain'],Univ of California Press,1985,0520053389,9780520053380,417,,,,,
881,The Adventures of Huckleberry Finn,['Mark Twain'],,1897,1403482063,9781403482068,438,3,2,US,,
882,The Story Behind Mark Twain's The Adventures of Huckleberry Finn,['Rebecca Vickers'],Heinemann-Raintree Library,2006,9352763386,9789352763382,56,,,,,
883,The Originals: The Adventures of Huckleberry Finn,['Mark Twain'],Om Books International,2018-07-05,812595144X,9788125951445,256,,,,0.99,USD
884,The Adventures of Huckleberry Finn,['Madhubun'],Vikas Publishing House,,0877208166,9780877208167,,,,US,7.96,USD
885,Adventures of Huckleberry Finn With Reader's Guide,['Mark Twain'],,1972-01-01,3969441986,9783969441985,312,,,US,,
886,Adventures Of Huckleberry Finn (Extended Edition) – By Mark Twain,['Everbooks Editorial'],Everbooks Editorial,2020-08-23,141033533X,9781410335333,371,,,,3.99,USD
887,A Study Guide for Mark Twain's The Adventures of Huckleberry Finn,"['Gale, Cengage Learning']","Gale, Cengage Learning ",2015-09-15,1580495834,9781580495837,15,,,US,3.99,USD
890,The Secret Diary of Adrian Mole Aged 13 3/4,"['Sue Townsend', 'Ken Howard', 'Alan Blaikley', 'Alison Jenkins']",Heinemann,1992,0435232835,9780435232832,99,,,,,
891,"The Secret Diary of Adrian Mole, Aged 13 3/4",['Sue Townsend'],Harper Collins,2003-08-14,0060533994,9780060533991,272,3.5,23,,,
892,The Play of The Secret Diary of Adrian Mole Aged 13 3/4,['Sue Townsend'],,1992,1405932643,9781405932646,99,,,,,
893,The Secret Diary & Growing Pains of Adrian Mole Aged 13 3⁄4,['Sue Townsend'],Penguin UK,2017-03-23,1504052226,9781504052221,800,,,,,
894,"Adrian Mole, The Early Years",['Sue Townsend'],Open Road Media,2018-03-27,1439562245,9781439562246,480,,,US,10.99,USD
895,The Secret Diary of Adrian Mole,['Sue Townsend'],,1985,1504048814,9781504048811,187,3.5,23,,,
896,The Adrian Mole Diaries,['Sue Townsend'],,2008-10-10,1504048830,9781504048835,,3.5,2,,,
897,Adrian Mole: The Prostrate Years,['Sue Townsend'],Open Road Media,2018-01-02,1504048822,9781504048828,283,4,7,US,9.99,USD
900,Pride and Prejudice,['Jane Austen'],Ignatius Press,2008,1586172638,9781586172633,417,4.5,2,,,
901,Pride and Prejudice,['Jane Austen'],RD Bentley,1853,1376440342,9781376440348,340,4.5,1030,US,,
902,Pride and Prejudice,"['William Dean Howells', 'Jane Austen']",Sagwan Press,2018-02,1610427963,9781610427968,444,4,558,,,
903,The Condensed Pride and Prejudice (Jane Austen's Classic Novel),['Jane Austen'],BookCaps Study Guides,2011,0192802380,9780192802385,,,,,3.97,USD
904,Pride and Prejudice,['Jane Austen'],"Oxford University Press, USA",2004,5521001441,9785521001446,333,4,1891,US,,
905,Pride and Prejudice,['Austen Jane'],Рипол Классик,2017-07-16,0791081699,9780791081693,,,,,1.27,USD
906,Jane Austen's Pride and Prejudice,['Harold Bloom'],Infobase Publishing,2004,1473513685,9781473513686,122,,,US,,
908,Pride and Prejudice (Illustrated),['Jane Austen'],Full Moon Publications,,0760344361,9780760344361,,,,US,2.95,USD
911,Kon-Tiki,['Thor Heyerdahl'],Simon and Schuster,2013-12-24,162914634X,9781629146348,304,5,1,,,
912,The Kon-Tiki Expedition,['Thor Heyerdahl'],,1952,1447411412,9781447411413,235,,,,,
913,The Kon-Tiki Expedition by Raft Across the South Seas,['Thor Heyerdahl'],Tansill Press,2011,1684447097,9781684447091,250,,,,,
914,Kon-tiki,['Thor Heyerdalh'],,1950,1645425053,9781645425052,304,,,,,
915,The Impossible Voyage of Kon-Tiki,['Deborah Kogan Ray'],"Triangle Interactive, Inc. ",2018-03-29,8426107486,9788426107480,33,1,1,US,19.99,USD
916,Study Guide to Kon-Tiki and Aku-Aku by Thor Heyerdahl,['Intelligent Education'],Influence Publishers,2020-06-28,0153022558,9780153022555,62,,,US,5.99,USD
921,The Good Soldier Svejk,['Jaroslav Hašek'],Everyman's Library,1993,0679420363,9780679420361,800,4.5,2,,,
922,The Good Soldier Svejk,['Jaroslav Hašek'],Penguin Classics,2000,0141184280,9780141184289,752,5,1,,,
923,"The Fateful Adventures of the Good Soldier Švejk During the World War, Book Two",['Jaroslav Hašek'],Good Soldier Švejk,2009-05,1438916701,9781438916705,228,,,,,
925,The Good Soldier Svejk,['Jaroslav Hasek'],Penguin Books Limited,2016-05-26,0241260035,9780241260036,784,3.5,18,,,
926,The Bad Bohemian,['Cecil Parrott'],Vintage,1978,0062835440,9780062835444,296,,,,,
931,Where the Wild Things Are,['Maurice Sendak'],Harper Collins,1988-11-09,0060254920,9780060254926,48,4.5,181,,,
932,Where the Wild Things Are,['Maurice Sendak'],Vintage,2001-09,0370327152,9780370327150,32,4,4604,,,
933,A Literature Unit for Where the Wild Things are by Maurice Sendak,['Susan Kilpatrick'],,1996,1864015136,9781864015133,48,,,,,
934,Where the Wild Things Are: The Movie Storybook,"['Barb Bersche', 'Michelle Quint']",Harper Collins,2009-09-08,0061656860,9780061656866,48,5,1,,,
935,Where the Wild Things are by Maurice Sendak : a Literature Study,"['Barbara Scott', 'Joni Turville']","Whitby, Ont. : S&S Learning Materials",1996,1550354183,9781550354188,64,,,,,
936,Where the Wild Things Are Teacher Guide,"['Anne Troy', 'Maurice Sendak']",Novel Units,1999,1561370223,9781561370221,19,,,,,
937,Higglety Pigglety Pop! and Where the Wild Things Are,"['Maurice Sendak', 'Oliver Knussen']",Faber & Faber,2005-07,0571519334,9780571519330,48,,,,,
938,Where the Wild Things Are (Spanish edition),['Maurice Sendak'],Harper Collins,1996-07-19,0064434222,9780064434225,48,5,1,,,
939,Where the Wild Things Are: Puzzle Book,"['Alice Cameron', 'Maurice Sendak']",Harper Collins,2009-09-08,0061656852,9780061656859,14,4,1,,,
940,Where the Wild Things are,"['Peter Schickele', 'Weston Woods Studios']",,1991,1555928374,9781555928377,,4,4604,,,
941,The Power of Positive Thinking,['Norman Vincent Peale'],Om Books International,,9385609890,9789385609893,316,,,US,0.99,USD
942,The Power of Positive Thinking,"['Norman Vincent Peale', 'SBP Editors']",Samaira Book Publishers,2019-03-18,9387550311,9789387550315,328,4,415,US,1.99,USD
943,Discovering The Power Of Positive Thinking,['Norman Vincent Peale'],Orient Paperbacks,2006-10,8122204120,9788122204124,160,5,1,,,
944,The Power of Positive Thinking,['Instaread'],Instaread,2016-01-25,1944195688,9781944195687,41,,,US,2.99,USD
945,The Power of Positive Living,['Norman Vincent Peale'],Doubleday Books,1990,038541675X,9780385416757,398,5,1,,,
946,The Power of Positive Thinking,['Dr. Norman Vincent Peale'],Simon and Schuster,2003-04-03,0743254309,9780743254304,240,4,432,US,12.99,USD
947,The Power of Positive Thinking for Young People,['Norman Vincent Peale'],,1964,0437951103,9780437951106,217,,,,,
948,The Amazing Results of Positive Thinking,['Dr. Norman Vincent Peale'],Simon and Schuster,2007-11-01,1416590420,9781416590422,288,4,3,US,12.99,USD
950,The Power of Positive Thinking for Teens,"['Mary Lou Carney', 'Norman Vincent Peale']",Guideposts,2002,082494612X,9780824946128,128,,,,,
951,The Secret,['Instaread'],Instaread Summaries,2015-10-29,1944195262,9781944195267,25,,,US,2.99,USD
952,The Secret,['Rhonda Byrne'],Simon and Schuster,2011-07-07,0731815297,9780731815296,216,3,3592,,,
953,The Secret: by Rhonda Byrne | Summary & Analysis,['Elite Summaries'],Elite Summaries,2017-09-01,1536981338,9781536981339,58,,,,,
954,Living the Secret,['Mohit Tahiliani'],Strategic Book Publishing,2012-02-01,1618972154,9781618972156,210,5,1,,,
955,The Secret Daily Teachings,['Rhonda Byrne'],Simon and Schuster,2013-08-27,1476751943,9781476751948,384,5,3,US,10.99,USD
957,The Secret Gratitude Book,['Rhonda Byrne'],Simon and Schuster,2007-12-11,158270208X,9781582702087,192,4.5,32,,,
958,The Greatest Secret,['Rhonda Byrne'],HarperCollins,2020-11-24,0063081881,9780063081888,276,,,,,
959,How The Secret Changed My Life,['Rhonda Byrne'],Simon and Schuster,2016-10-04,1501138278,9781501138270,272,,,US,11.99,USD
960,"Summary Of ""The Secret - By Rhonda Byrne"", Written By Sapiens Editorial",['Sapiens Editorial'],Sapiens Editorial,2018-06-20,396454406X,9783964544063,30,,,US,3.99,USD
961,Fear of Flying,['Erica Jong'],Open Road Media,2013-09-03,1453222081,9781453222089,311,3,81,US,19.99,USD
962,Fear of Fifty,['Erica Jong'],Penguin,2006-09-07,1101153423,9781101153420,352,4,1,US,10.99,USD
963,I Thought Erica Jong's Fear of Flying Was One of the Biggest Pieces of Crap That I've Ever Read in My Life. -Helen Reddy,['Quotes Design'],,2020-03-04,146687290X,9798621510237,120,,,,,
964,Fear of Dying,['Erica Jong'],St. Martin's Press,2015-09-08,0715390473,9781466872905,256,3,3,US,7.99,USD
965,"The Heroine's Quest for Identity in Kate Chopin's ""The Awakening"" and Erica Jong's ""Fear of Flying""",['Patrizia Luperti'],,2005,0870499394,9780715390474,224,,,,,
969,Dune,['Frank Herbert'],Penguin,2016,0143111582,9780143111580,694,4,3065,,,
970,Dreamer of Dune,['Brian Herbert'],Macmillan,2004-07,0765306476,9780765306470,592,3,2,,,
971,Dune (40th Anniversary Edition),['Frank Herbert'],Penguin,2005-08-02,1440631298,9781440631290,544,4.5,71,,,
972,Dune Messiah,['Frank Herbert'],Penguin,2008,0441015611,9780441015610,276,3.5,69,,,
973,Children of Dune,['Frank Herbert'],Ace,2020-07-07,0593201744,9780593201749,496,3.5,33,,,
974,The Secrets of Frank Herbert's Dune,['James Van Hise'],iBooks,2001,074340730X,9780743407304,160,,,,,
975,The Great Dune Trilogy,['Frank Herbert'],Hachette UK,2018-10-18,1473226570,9781473226579,912,4,2,,,
976,The Road to Dune,"['Kevin J. Anderson', 'Brian Herbert', 'Frank Herbert']",Tor Books,2008-06-12,1429924918,9781429924917,496,3.5,4,US,7.99,USD
977,God Emperor of Dune,['Frank Herbert'],Ace,2019-06-04,0593098250,9780593098257,608,3,30,,,
978,Heretics of Dune,['Frank Herbert'],Penguin,1987,0441328008,9780441328000,471,3.5,4,,,
979,Charlie and the Chocolate Factory,['Roald Dahl'],Penguin,2016-09-06,0425287661,9780425287668,192,4,183,,,
980,Charlie and the Chocolate Factory by Roald Dahl,['Melanie Komar'],On The Mark Press,1996,1550353535,9781550353532,64,,,,,
981,Charlie and the Chocolate Factory by Roald Dahl (Book Analysis),['Bright Summaries'],BrightSummaries.com,2016-02-26,2806273404,9782806273406,24,,,,,
982,Charlie and the Chocolate,"['Roald Dahl', 'Quintin Blake']",Penguin UK,2010-06-03,0141329858,9780141329857,288,4,10,,,
984,Charlie and the Chocolate Factory Sticker Book,['Roald Dahl'],Price Stern Sloan,2005-06,0843116269,9780843116267,16,,,,,
985,"Matilda, Charlie and the Chocolate Factory",['Cynthia Swain'],Benchmark Education Company,2011-01-01,1450929559,9781450929554,,,,,,
986,Charlie and the Chocolate Factory Activity Book,['Roald Dahl'],Ladybird Books,2005-06-01,1844227278,9781844227273,8,,,,,
987,Charlie and the Chocolate Factory: The New Musical Songbook,"['Roald Dahl', 'Scott Wittman']",Hal Leonard Corporation,2018-01-01,1540021629,9781540021625,104,,,US,17.99,USD
988,Charlie and the Chocolate Factory Sticker Book,"['Ladybird Books Staff', 'Roald Dahl']",Ladybird Books,2005-06-01,184422726X,9781844227266,16,,,,,
989,The Naked Ape,['Desmond Morris'],Random House,2010-11-16,1407072390,9781407072395,192,4,18,,,
990,The Naked Ape,"['Desmond Morris (Verhaltensforscher, Anthropologe, Zoologe, Grossbritannien)']",,1981,0440362660,9780440362661,,4,17,,,
991,The Naked Ape; a Zoologist's Study of the Human Animal,['Desmond Morris'],,1984,0224041401,9780224041409,205,,,,,
992,The Illustrated Naked Ape,['Desmond Morris'],Crown Pub,1986,0091878675,9780091878672,176,5,1,,,
993,The Naked Ape Trilogy,['Desmond Morris'],Vintage,1994-01,1850893551,9781850893554,530,,,,,
994,The Naked Eye,['Desmond Morris'],Random House Uk Limited,2001-04-01,1409020622,9781409020622,278,,,,,
995,The Animals Roadshow,['Desmond Morris'],Isis Large Print Books,1989,1783420022,9781783420025,199,,,,,
999,Totto-Chan,['Tetsuko Kuroyanagi'],Kodansha USA,2012-03-23,1568364520,9781568364520,232,4.5,4,US,7.99,USD
1000,Matilda,['Roald Dahl'],Penguin,2020-10-13,0593203372,9780593203378,192,4,3160,US,7.99,USD
1001,Matilda in Scots,['Roald Dahl'],Black & White Publishing Ltd,2019-10-24,1785302965,9781785302961,256,,,US,5.99,USD
1002,Matilda WT,['Roald Dahl'],Puffin Books,2018-10-04,0241378745,9780241378748,240,,,,,
1003,Matilda. Con CD Audio. Per le Scuole superiori,"['Roald Dahl', 'John Escott']",Penguin Longman,2008,140587919X,9781405879194,45,4,3162,,,
1004,Matilda by Roald Dahl (Book Analysis),['Bright Summaries'],BrightSummaries.com,2016-10-12,2806280389,9782806280381,24,,,,,
1005,Matilda at 30: Astrophysicist,['Roald Dahl'],Puffin,2019-09-05,0241378621,9780241378625,256,,,,,
1007,Matilda at 30: Chief Executive of the British Library,['Roald Dahl'],Puffin,2019-09-05,0593092783,9780593092781,256,,,,,
1008,Matilda: Be Outrageous,['Roald Dahl'],Penguin,2019-09-10,0451533976,9780451533975,32,,,US,9.99,USD
1010,The Book Thief,['Markus Zusak'],Knopf Books for Young Readers,2007-12-18,0307433846,9780307433848,592,4.5,2622,US,10.99,USD
1011,A Study Guide for Markus Zusak's The Book Thief,"['Gale, Cengage Learning']","Gale, Cengage Learning ",2015-09-15,141032057X,9781410320575,15,,,US,3.99,USD
1012,The Book Thief: Enhanced Movie Tie-in Edition,['Markus Zusak'],RH Childrens Books,2013-11-18,0385391358,9780385391351,576,,,US,10.99,USD
1013,The Book Thief by Markus Zusak (Book Analysis),['Bright Summaries'],BrightSummaries.com,2019-04-03,2808016476,9782808016476,44,,,,,
1014,Summary of The Book Thief by Markus Zusak | Conversation Starters,['BookHabits'],BookHabits,2017-09-08,1537847430,9781537847436,13,,,,,
1015,Markus Zusak: The Book Thief & I Am the Messenger,['Markus Zusak'],Knopf Books for Young Readers,2014-05-27,0553510266,9780553510263,928,,,US,14.99,USD
1016,The Book Thief /cby Markus Zusak,['Markus Zusak'],,2007,1620190648,9781620190647,552,,,,,
1017,The Book Thief - Downloadable Teaching Unit,['Markus Zusak'],,2012-01-01,162019063X,9781620190630,,,,,,
1018,The Book Thief - Teaching Unit,['Markus Zusak'],,2012-01-01,1543137733,9781543137736,,,,,,
1020,The Horse Whisperer,['Nicholas Evans'],Dell,2009-12-16,0307574741,9780307574749,480,3.5,42,US,9.99,USD
1021,"Horse Whisperer, the 27-C Floor","['Terry Evans', 'Nicholas Evans']",,1998-04-13,0440790468,9780440790464,,,,,,
1022,The Loop,['Nicholas Evans'],Dell Publishing Company,1999,0440224624,9780440224624,544,4,5,,,
1023,The Horse Whisperer,['Nicholas Evans'],,1995,0593038894,9780593038895,348,3.5,41,,,
1024,The Brave,['Nicholas Evans'],"Little, Brown",2010-10-12,0316125636,9780316125635,384,3.5,15,US,7.99,USD
1025,The Divide,['Nicholas Evans'],Penguin,2007,0451219295,9780451219299,499,5,1,,,
1026,The Complete Horse,['Cheryl Kimball'],,,1610605209,9781610605205,,,,,,
1027,The Smoke Jumper,['Nicholas Evans'],Dell Publishing Company,2002,0440235162,9780440235163,560,3.5,13,,,
1028,The Tao of Equus,['Linda Kohanov'],New World Library,2010-10-06,1577318072,9781577318071,384,4,1,US,16.95,USD
1029,Making of the American West,"['Peter Mancall', 'Benjamin Heber Johnson']",ABC-CLIO,2007,1851097635,9781851097630,372,,,US,85,USD
1030,Goodnight Moon 60th Anniversary Edition,['Margaret Wise Brown'],Harper Collins,2005-09-06,0060775858,9780060775858,32,4.5,19,,,
1031,Goodnight Moon,['Margaret Wise Brown'],Macmillan Children's Books,2012,0230764843,9780230764842,30,,,,,
1032,From the World of Goodnight Moon: 100 First Words,['Margaret Wise Brown'],HarperCollins,2020-09-01,0063017431,9780063017436,16,,,US,12.99,USD
1033,Goodnight Moon Big Book,['Margaret Wise Brown'],Harper Collins,2007-07-03,0061119776,9780061119774,32,4,183,,,
1034,Goodnight Moon Board Book and Tape,['Margaret Wise Brown'],HarperFestival,1998-02-28,0694700940,9780694700943,,4,176,,,
1035,Goodnight Moon 123 Board Book,['Margaret Wise Brown'],Harper Collins,2008-03-18,0061125970,9780061125973,30,,,,,
1036,Goodnight Moon Lap Edition,['Margaret Wise Brown'],HarperFestival,2001-09-04,0694016756,9780694016754,34,5,3,,,
1037,Goodnight Moon Board Book 60th Anniversary Edition,['Margaret Wise Brown'],Harper Collins,1991-08-02,0694003611,9780694003617,34,4.5,39,,,
1038,Goodnight Moon Board Book & Nightlight,['Margaret Wise Brown'],HarperFestival,2003-09-30,0060541792,9780060541798,34,4,176,,,
1039,Goodnight Moon ABC,['Margaret Wise Brown'],Harper Collins,2010-06-22,0061894842,9780061894848,32,4,1,,,
1040,The Neverending Story,['Michael Ende'],Penguin,1993-01-01,0525556044,9780525556046,448,3,29,US,8.99,USD
1041,Mirror in the Mirror,['Michael Ende'],,1986,067080682X,9780670806829,223,,,,,
1042,The Night of Wishes,['Michael Ende'],New York Review of Books,2017,168137188X,9781681371887,216,4.5,5,,,
1043,The Dream-Eater,['Michael Ende'],,1978,0460068849,9780460068840,28,,,,,
1044,“Throw the book away”,['Amie A. Doughty'],McFarland,2013-05-11,1476605661,9781476605661,208,,,US,17.99,USD
1045,Literature and the Child,['James Holt Mcgavran'],University of Iowa Press,1998-04-01,1587292912,9781587292910,280,,,US,29.95,USD
1046,The Greenwood Encyclopedia of Folktales and Fairy Tales: A-F,['Donald Haase'],Greenwood Publishing Group,2008,0313334420,9780313334429,1160,,,,,
1047,The Greenwood Encyclopedia of Folktales and Fairy Tales [3 Volumes],['Donald Haase'],Greenwood Publishing Group,2007-12-30,0313049475,9780313049477,1240,2.5,2,,,
1048,The Grey Gentlemen,"['Michael Ende', 'Frances Lobb']",,1974,0222003677,9780222003676,238,,,,,
1049,"The Night of Wishes, Or, The Satanarchaeolidealcohellish Notion Potion",['Michael Ende'],,1994,0590556568,9780590556569,275,,,,,
1050,Fifty Shades of Grey,['E L James'],Vintage,2011-05-25,1612130291,9781612130293,528,4,5154,US,5.99,USD
1051,Fifty Shades of Grey & Grey,['E L James'],Random House,2015-06-18,1473536030,9781473536036,1132,,,,,
1052,The Fifty Shades Trilogy & Grey,['E L James'],Random House,2015-06-18,1473536022,9781473536029,2260,,,,,
1053,Fifty Shades Trilogy,['E. L. James'],Vintage Books,2012,034580404X,9780345804044,1664,4.5,58,,,
1054,Fifty Shades Darker,['E. L. James'],Vintage,2017,0525431888,9780525431886,550,3.5,3066,,,
1055,Fifty Shades Freed (Movie Tie-In),['E. L. James'],Vintage,2018-01-16,0525436200,9780525436201,592,3,155,,,
1056,Fifty Shades from Christian’s Point of View,['E L James'],Random House,2017-11-28,1473558972,9781473558977,,,,,,
